model,key,image,category,latency,regions,chars,mean_conf,n_tables
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_009.jpg,original,1.128,49,1115,0.9893,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_010.jpg,original,1.504,63,795,0.9942,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,original_011.jpg,original,0.56,22,520,0.994,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_01.jpg,report,4.881,135,960,0.9861,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_02.jpg,report,49.857,199,860,0.996,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_03.jpg,report,7.602,227,2525,0.997,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_04.jpg,report,1.201,32,289,0.9989,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_05.jpg,report,8.462,132,721,0.9963,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_06.jpg,report,22.659,135,593,0.9852,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_07.jpg,report,0.866,22,256,0.997,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_08.jpg,report,3.076,84,676,0.9998,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_09.jpg,report,4.123,277,184,0.9168,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_10.jpg,report,3.088,116,2282,0.9611,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_11.jpg,report,1.717,72,1151,0.9851,2
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_12.jpg,report,50.212,232,1608,0.9965,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_13.jpg,report,1.097,8,55,0.9964,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_14.jpg,report,0.996,50,509,0.9957,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_15.jpg,report,0.492,27,552,0.9935,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_16.jpg,report,48.598,120,1045,0.9717,0
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_17.jpg,report,2.602,175,1664,0.982,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_18.jpg,report,4.303,303,1399,0.9908,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_19.jpg,report,1.882,114,797,0.999,1
"PP-StructureV3 (all-modules, OCRv6-medium)",structurev3,report_20.jpg,report,2.965,181,36,0.9994,0
