pages,ovis_winrate,vl_winrate,tie_rate,text_ovis,text_vl,table_ovis,table_vl,order_ovis,order_vl,recommendation
99,0.768,0.212,0.02,4.66,3.66,4.39,3.93,4.77,4.29,OvisOCR2 (clear quality win)
